st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S29,Telangana,48,Ibrahimpatnam,GORIGE MALLESH,Bahujan Samaj Party,2060,54,2114,0.85
S29,Telangana,48,Ibrahimpatnam,NOMULA DAYANAND,Bharatiya Janata Party,15514,276,15790,6.36
S29,Telangana,48,Ibrahimpatnam,PAGADALA YADAIAH,Communist Party of India (Marxist),3877,71,3948,1.59
S29,Telangana,48,Ibrahimpatnam,MALREDDY RANGA REDDY,Indian National Congress,124574,1932,126506,50.92
S29,Telangana,48,Ibrahimpatnam,MANCHIREDDY KISHAN REDDY,Bharat Rashtra Samithi,89173,633,89806,36.14
S29,Telangana,48,Ibrahimpatnam,AMIREDDY SANDEEP REDDY,Vidhyarthula Rajakiya Party,304,1,305,0.12
S29,Telangana,48,Ibrahimpatnam,K. KISHAN REDDY,Alliance of Democratic Reforms Party,2351,5,2356,0.95
S29,Telangana,48,Ibrahimpatnam,GOSUKONDA PRUDHVIRAJU,Telangana Republican Party,221,0,221,0.09
S29,Telangana,48,Ibrahimpatnam,CHEEMALA KALAVATHI YADAV,Bharatha Chaitanya Yuvajana Party,108,0,108,0.04
S29,Telangana,48,Ibrahimpatnam,JAYANTH PRASAD NAIDU THUPAKULA,Navarang Congress Party,110,0,110,0.04
S29,Telangana,48,Ibrahimpatnam,TULASIGARI RAVINDER,Dharma Samaj Party,538,21,559,0.22
S29,Telangana,48,Ibrahimpatnam,PRATHAP SIMHA RAIDU. J (CHINNA RAIDU),Telangana Jaghir Party,467,1,468,0.19
S29,Telangana,48,Ibrahimpatnam,BACHHIGALLA SAIDULU,Praja Velugu Party,866,3,869,0.35
S29,Telangana,48,Ibrahimpatnam,YAMPALLA SUDHAKAR REDDY,Yuga Thulasi Party,282,2,284,0.11
S29,Telangana,48,Ibrahimpatnam,V. SADANANDA REDDY,People Protection Party,636,0,636,0.26
S29,Telangana,48,Ibrahimpatnam,SYED SIDDIQULLA HUSSENI,India Praja Bandhu Party,451,0,451,0.18
S29,Telangana,48,Ibrahimpatnam,KOTHA SHANKAR REDDY,Independent,270,1,271,0.11
S29,Telangana,48,Ibrahimpatnam,TODE BALACHANDER,Independent,147,0,147,0.06
S29,Telangana,48,Ibrahimpatnam,PAREEKSHITH REDDY,Independent,154,0,154,0.06
S29,Telangana,48,Ibrahimpatnam,MALOTHU SHIVA,Independent,470,0,470,0.19
S29,Telangana,48,Ibrahimpatnam,MIRJAPUR RAVI,Independent,273,0,273,0.11
S29,Telangana,48,Ibrahimpatnam,MUDDAGOWNI RAJYALAXMI,Independent,111,0,111,0.04
S29,Telangana,48,Ibrahimpatnam,MANKU MURALI,Independent,152,0,152,0.06
S29,Telangana,48,Ibrahimpatnam,K. RAVINDER REDDY,Independent,181,0,181,0.07
S29,Telangana,48,Ibrahimpatnam,RAVULA SAIKIRAN,Independent,128,0,128,0.05
S29,Telangana,48,Ibrahimpatnam,VANGETI NARENDAR REDDY,Independent,125,0,125,0.05
S29,Telangana,48,Ibrahimpatnam,SAPAVAT DEVARAM,Independent,287,1,288,0.12
S29,Telangana,48,Ibrahimpatnam,SOLIPURAM VENKAT RAM REDDY,Independent,203,0,203,0.08
S29,Telangana,48,Ibrahimpatnam,NOTA,None of the Above,1410,17,1427,0.57
