st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S20,Rajasthan,100,Ajmer North,MAHENDRA SINGH RALAWATA,Indian National Congress,52453,798,53251,37.19
S20,Rajasthan,100,Ajmer North,RAMESH KUMAR TEHLANI,Aam Aadmi Party,684,4,688,0.48
S20,Rajasthan,100,Ajmer North,VASUDEV DEVNANI,Bharatiya Janata Party,57135,760,57895,40.44
S20,Rajasthan,100,Ajmer North,SUSHILA,Bahujan Samaj Party,298,3,301,0.21
S20,Rajasthan,100,Ajmer North,HARIRAM,Rashtriya Loktantrik Party,214,2,216,0.15
S20,Rajasthan,100,Ajmer North,DEVENDRA,Right to Recall Party,417,0,417,0.29
S20,Rajasthan,100,Ajmer North,MEWALAL,Ambedkarite Party of India,181,2,183,0.13
S20,Rajasthan,100,Ajmer North,KUNDAN VAISHNAV,Independent,1951,20,1971,1.38
S20,Rajasthan,100,Ajmer North,GYANCHAND SARASWAT,Independent,25997,355,26352,18.41
S20,Rajasthan,100,Ajmer North,DAYA MOHAN GARG,Independent,165,17,182,0.13
S20,Rajasthan,100,Ajmer North,BALVEER SINGH SHEKHAWAT,Independent,279,3,282,0.2
S20,Rajasthan,100,Ajmer North,LAL SINGH,Independent,200,0,200,0.14
S20,Rajasthan,100,Ajmer North,NOTA,None of the Above,1212,19,1231,0.86
