st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,61,Chitrakoot,Anita Choudhary,Aam Aadmi Party,1006,25,1031,0.56
S12,Madhya Pradesh,61,Chitrakoot,Prathvi Raj,Bahujan Samaj Party,795,10,805,0.44
S12,Madhya Pradesh,61,Chitrakoot,Manjeet Dharampal Choudhary,Bharatiya Janata Party,69214,897,70111,38.35
S12,Madhya Pradesh,61,Chitrakoot,Lalit Yadav,Indian National Congress,103740,1995,105735,57.83
S12,Madhya Pradesh,61,Chitrakoot,Anjali Yadav,Aazad Samaj Party (Kanshi Ram),2961,25,2986,1.63
S12,Madhya Pradesh,61,Chitrakoot,Pradeep Kumar,Independent,158,2,160,0.09
S12,Madhya Pradesh,61,Chitrakoot,Raju Ram,Independent,168,0,168,0.09
S12,Madhya Pradesh,61,Chitrakoot,Rajender Choudhary,Independent,460,0,460,0.25
S12,Madhya Pradesh,61,Chitrakoot,Ved Prakash Yadav,Independent,420,1,421,0.23
S12,Madhya Pradesh,61,Chitrakoot,Harisingh Sharma,Independent,214,3,217,0.12
S12,Madhya Pradesh,61,Chitrakoot,NOTA,None of the Above,725,19,744,0.41
