st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,67,Rampur Baghelan,JAI AAHUJA,Bharatiya Janata Party,34601,281,34882,16.52
S12,Madhya Pradesh,67,Rampur Baghelan,ZUBAIR KHAN,Indian National Congress,93170,595,93765,44.4
S12,Madhya Pradesh,67,Rampur Baghelan,DIWAN CHAND,Bahujan Samaj Party,1213,6,1219,0.58
S12,Madhya Pradesh,67,Rampur Baghelan,VISHVENDER SINGH,Aam Aadmi Party,1168,10,1178,0.56
S12,Madhya Pradesh,67,Rampur Baghelan,IZAHAR,Jannayak Janta Party,598,2,600,0.28
S12,Madhya Pradesh,67,Rampur Baghelan,SUKHAVANT SINGH,Aazad Samaj Party (Kanshi Ram),73732,337,74069,35.08
S12,Madhya Pradesh,67,Rampur Baghelan,ANUP KUMAR,Independent,863,1,864,0.41
S12,Madhya Pradesh,67,Rampur Baghelan,IQBAL SINGH,Independent,191,2,193,0.09
S12,Madhya Pradesh,67,Rampur Baghelan,UMARDEEN KHAN,Independent,300,0,300,0.14
S12,Madhya Pradesh,67,Rampur Baghelan,GURVINDER SINGH,Independent,281,2,283,0.13
S12,Madhya Pradesh,67,Rampur Baghelan,JAI SINGH,Independent,546,0,546,0.26
S12,Madhya Pradesh,67,Rampur Baghelan,DINESH,Independent,210,0,210,0.1
S12,Madhya Pradesh,67,Rampur Baghelan,NAVAL SINGH,Independent,191,0,191,0.09
S12,Madhya Pradesh,67,Rampur Baghelan,NITESH KUMAR,Independent,321,0,321,0.15
S12,Madhya Pradesh,67,Rampur Baghelan,BHAJAN LAL SAINI,Independent,674,0,674,0.32
S12,Madhya Pradesh,67,Rampur Baghelan,MUKHTYAR SINGH,Independent,1169,0,1169,0.55
S12,Madhya Pradesh,67,Rampur Baghelan,NOTA,None of the Above,689,6,695,0.33
