st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S26,Chhattisgarh,13,Kunkuri,U.D. MINJ,Indian National Congress,61379,684,62063,38.9
S26,Chhattisgarh,13,Kunkuri,LEOS MINJ,Aam Aadmi Party,1914,31,1945,1.22
S26,Chhattisgarh,13,Kunkuri,VISHNU DEO SAI,Bharatiya Janata Party,87166,438,87604,54.9
S26,Chhattisgarh,13,Kunkuri,ALBERT MINJ,Hamar Raj Party,1745,4,1749,1.1
S26,Chhattisgarh,13,Kunkuri,CHARLESH EKKA,Sarv Adi Dal,485,1,486,0.3
S26,Chhattisgarh,13,Kunkuri,DINESH KUMAR BHAGAT,Bahujan Mukti Party,286,3,289,0.18
S26,Chhattisgarh,13,Kunkuri,BHAGAT SAI PAINKRA,Gondvana Gantantra Party,380,5,385,0.24
S26,Chhattisgarh,13,Kunkuri,INDRANATH PAINKRA,Independent,291,2,293,0.18
S26,Chhattisgarh,13,Kunkuri,KAMLESHWAR RAM NAYAK,Independent,680,0,680,0.43
S26,Chhattisgarh,13,Kunkuri,KAUSHAL KUMAR OHDAR,Independent,839,3,842,0.53
S26,Chhattisgarh,13,Kunkuri,FILIPS TOPPO,Independent,693,0,693,0.43
S26,Chhattisgarh,13,Kunkuri,NOTA,None of the Above,2527,4,2531,1.59
